epoch,accuracy,loss,learning_rate
0,0.032,1.099,0.05
5,0.586,0.487,0.0499999000002
10,0.992,0.096,0.0499997750010125
15,0.994,0.058,0.049999650002449984
20,0.994,0.060,0.04999952500451246
25,0.994,0.054,0.04999940000719992
30,0.994,0.046,0.04999927501051235
35,0.994,0.040,0.04999915001444976
40,0.994,0.037,0.04999902501901213
45,0.994,0.035,0.049998900024199475
50,0.994,0.033,0.049998775030011766
55,0.994,0.033,0.049998650036449016
60,0.994,0.033,0.049998525043511224
65,0.994,0.032,0.04999840005119836
70,0.994,0.031,0.049998275059510454
75,0.994,0.031,0.04999815006844747
80,0.994,0.030,0.04999802507800943
85,0.994,0.030,0.049997900088196295
90,0.994,0.029,0.0499977750990081
95,0.994,0.029,0.04999765011044482
100,0.994,0.028,0.04999752512250644
105,0.994,0.028,0.04999740013519297
110,0.994,0.027,0.04999727514850441
115,0.994,0.027,0.049997150162440746
120,0.994,0.026,0.04999702517700197
125,0.994,0.026,0.04999690019218808
130,0.994,0.025,0.04999677520799909
135,0.994,0.024,0.04999665022443497
140,0.994,0.024,0.049996525241495726
145,0.996,0.023,0.04999640025918134
150,0.996,0.023,0.049996275277491835
155,0.996,0.023,0.04999615029642718
160,0.996,0.022,0.04999602531598738
165,0.996,0.022,0.04999590033617244
170,0.996,0.021,0.04999577535698233
175,0.996,0.021,0.04999565037841708
180,0.996,0.021,0.04999552540047666
185,0.996,0.020,0.04999540042316107
190,0.996,0.020,0.04999527544647031
195,0.996,0.019,0.04999515047040437
200,0.996,0.019,0.04999502549496326
205,0.996,0.019,0.04999490052014695
210,0.996,0.019,0.04999477554595545
215,0.996,0.018,0.04999465057238875
220,0.996,0.018,0.049994525599446865
225,0.996,0.018,0.049994400627129766
230,0.996,0.017,0.04999427565543746
235,0.996,0.017,0.04999415068436994
240,0.996,0.017,0.049994025713927186
245,0.996,0.017,0.049993900744109226
250,0.996,0.016,0.04999377577491602
255,0.996,0.016,0.0499936508063476
260,0.998,0.016,0.049993525838403934
265,0.998,0.016,0.04999340087108502
270,0.998,0.015,0.04999327590439087
275,0.998,0.015,0.04999315093832145
280,0.998,0.015,0.04999302597287679
285,0.998,0.015,0.04999290100805685
290,0.998,0.015,0.04999277604386167
295,0.998,0.015,0.0499926510802912
300,0.998,0.014,0.049992526117345455
305,0.998,0.014,0.049992401155024443
310,0.998,0.014,0.04999227619332813
315,0.998,0.014,0.04999215123225654
320,0.998,0.014,0.049992026271809646
325,0.998,0.013,0.04999190131198746
330,0.998,0.013,0.04999177635278997
335,0.998,0.013,0.049991651394217164
340,0.998,0.013,0.04999152643626906
345,0.998,0.013,0.049991401478945624
350,0.998,0.013,0.04999127652224687
355,0.998,0.013,0.04999115156617279
360,0.998,0.012,0.04999102661072338
365,0.998,0.013,0.04999090165589863
370,0.998,0.012,0.04999077670169854
375,0.998,0.012,0.04999065174812311
380,0.998,0.012,0.04999052679517232
385,0.998,0.012,0.04999040184284618
390,0.998,0.012,0.04999027689114467
395,0.998,0.012,0.04999015194006781
400,0.998,0.012,0.04999002698961558
405,0.998,0.012,0.04998990203978796
410,0.998,0.012,0.04998977709058498
415,0.998,0.012,0.0499896521420066
420,0.998,0.012,0.04998952719405285
425,0.998,0.011,0.04998940224672369
430,0.998,0.011,0.04998927730001915
435,0.998,0.011,0.0499891523539392
440,0.998,0.011,0.04998902740848384
445,0.998,0.011,0.049988902463653076
450,0.998,0.011,0.049988777519446886
455,0.998,0.011,0.04998865257586528
460,0.998,0.011,0.049988527632908245
465,0.998,0.011,0.049988402690575785
470,0.998,0.011,0.049988277748867896
475,0.998,0.011,0.049988152807784555
480,0.998,0.011,0.049988027867325785
485,0.998,0.011,0.04998790292749155
490,0.998,0.011,0.04998777798828187
495,0.998,0.011,0.04998765304969672
500,0.998,0.011,0.049987528111736124
505,0.998,0.011,0.049987403174400064
510,0.998,0.011,0.049987278237688504
515,0.998,0.010,0.04998715330160149
520,0.998,0.011,0.04998702836613898
525,0.998,0.010,0.049986903431301
530,0.998,0.010,0.049986778497087526
535,0.998,0.010,0.049986653563498545
540,0.998,0.010,0.04998652863053408
545,0.998,0.010,0.04998640369819409
550,0.998,0.010,0.049986278766478605
555,0.998,0.010,0.0499861538353876
560,0.998,0.010,0.04998602890492108
565,0.998,0.010,0.04998590397507904
570,0.998,0.010,0.049985779045861455
575,0.998,0.010,0.04998565411726835
580,0.998,0.010,0.049985529189299695
585,0.998,0.010,0.04998540426195552
590,0.998,0.010,0.04998527933523577
595,0.998,0.010,0.04998515440914049
600,0.998,0.010,0.049985029483669646
605,0.998,0.010,0.049984904558823234
610,0.998,0.010,0.04998477963460127
615,0.998,0.010,0.04998465471100372
620,0.998,0.009,0.04998452978803061
625,0.998,0.009,0.049984404865681904
630,0.998,0.009,0.04998427994395763
635,0.998,0.009,0.04998415502285776
640,0.998,0.009,0.04998403010238229
645,0.998,0.009,0.049983905182531235
650,0.998,0.009,0.04998378026330456
655,0.998,0.009,0.04998365534470228
660,0.998,0.009,0.04998353042672439
665,0.998,0.009,0.04998340550937089
670,0.998,0.009,0.04998328059264177
675,0.998,0.009,0.04998315567653701
680,0.998,0.009,0.049983030761056625
685,0.998,0.009,0.049982905846200604
690,0.998,0.008,0.049982780931968944
695,0.998,0.008,0.04998265601836163
700,0.998,0.008,0.049982531105378675
705,0.998,0.009,0.049982406193020065
710,0.998,0.008,0.04998228128128579
715,0.998,0.008,0.049982156370175855
720,0.998,0.008,0.04998203145969024
725,0.998,0.008,0.04998190654982897
730,0.998,0.008,0.049981781640592
735,0.998,0.008,0.049981656731979365
740,0.998,0.008,0.04998153182399104
745,0.998,0.008,0.049981406916627016
750,0.998,0.008,0.0499812820098873
755,0.998,0.008,0.04998115710377188
760,0.998,0.008,0.04998103219828076
765,0.998,0.008,0.049980907293413916
770,0.998,0.008,0.04998078238917136
775,0.998,0.008,0.049980657485553096
780,0.998,0.007,0.04998053258255909
785,0.998,0.007,0.049980407680189375
790,0.998,0.007,0.04998028277844391
795,0.998,0.007,0.04998015787732271
800,0.998,0.008,0.04998003297682575
805,0.998,0.007,0.04997990807695307
810,0.998,0.007,0.04997978317770463
815,0.998,0.007,0.049979658279080415
820,0.998,0.007,0.04997953338108045
825,0.998,0.007,0.04997940848370471
830,0.998,0.006,0.049979283586953215
835,0.998,0.006,0.049979158690825934
840,0.998,0.006,0.04997903379532287
845,0.998,0.006,0.04997890890044402
850,0.998,0.007,0.049978784006189374
855,0.998,0.006,0.04997865911255894
860,0.998,0.006,0.0499785342195527
865,0.998,0.006,0.04997840932717067
870,0.998,0.006,0.04997828443541282
875,0.998,0.006,0.04997815954427915
880,0.998,0.006,0.049978034653769675
885,0.998,0.006,0.04997790976388436
890,0.998,0.006,0.04997778487462323
895,0.998,0.005,0.049977659985986266
900,0.998,0.006,0.049977535097973466
905,0.998,0.005,0.04997741021058483
910,0.998,0.005,0.04997728532382033
915,0.998,0.005,0.04997716043767999
920,0.998,0.005,0.04997703555216378
925,0.998,0.005,0.04997691066727172
930,0.998,0.005,0.049976785783003796
935,0.998,0.005,0.04997666089936
940,0.998,0.005,0.049976536016340334
945,0.998,0.005,0.04997641113394478
950,0.998,0.005,0.049976286252173346
955,0.998,0.004,0.04997616137102602
960,0.998,0.005,0.049976036490502806
965,0.998,0.004,0.04997591161060369
970,0.998,0.005,0.04997578673132867
975,0.998,0.004,0.04997566185267775
980,0.998,0.004,0.04997553697465091
985,0.998,0.004,0.04997541209724816
990,0.998,0.004,0.049975287220469476
995,0.998,0.004,0.04997516234431488
1000,0.998,0.004,0.049975037468784345
1005,0.998,0.004,0.049974912593877874
1010,0.998,0.004,0.04997478771959547
1015,0.998,0.004,0.04997466284593711
1020,0.998,0.004,0.04997453797290281
1025,0.998,0.004,0.04997441310049255
1030,0.998,0.004,0.04997428822870634
1035,0.998,0.003,0.04997416335754415
1040,0.998,0.003,0.049974038487006
1045,0.998,0.003,0.049973913617091886
1050,0.998,0.003,0.049973788747801784
1055,0.998,0.003,0.0499736638791357
1060,0.998,0.003,0.04997353901109362
1065,0.998,0.003,0.049973414143675565
1070,0.998,0.003,0.0499732892768815
1075,1.000,0.003,0.04997316441071145
1080,1.000,0.003,0.04997303954516539
1085,0.998,0.003,0.04997291468024331
1090,0.998,0.003,0.04997278981594522
1095,0.998,0.003,0.04997266495227111
1100,0.998,0.003,0.049972540089220974
1105,0.998,0.003,0.049972415226794804
1110,0.998,0.003,0.049972290364992615
1115,0.998,0.003,0.049972165503814385
1120,0.998,0.003,0.0499720406432601
1125,0.998,0.003,0.049971915783329775
1130,0.998,0.003,0.04997179092402339
1135,1.000,0.003,0.04997166606534095
1140,1.000,0.003,0.04997154120728246
1145,1.000,0.002,0.04997141634984789
1150,1.000,0.003,0.04997129149303726
1155,1.000,0.002,0.049971166636850535
1160,1.000,0.002,0.04997104178128775
1165,0.998,0.002,0.04997091692634886
1170,1.000,0.002,0.0499707920720339
1175,1.000,0.002,0.04997066721834284
1180,0.998,0.002,0.04997054236527567
1185,1.000,0.002,0.049970417512832405
1190,1.000,0.002,0.04997029266101303
1195,0.998,0.002,0.04997016780981754
1200,0.998,0.002,0.04997004295924593
1205,0.998,0.002,0.049969918109298204
1210,1.000,0.002,0.04996979325997435
1215,1.000,0.002,0.04996966841127436
1220,1.000,0.002,0.049969543563198236
1225,1.000,0.002,0.049969418715745964
1230,0.998,0.002,0.049969293868917554
1235,1.000,0.002,0.049969169022712985
1240,1.000,0.002,0.04996904417713227
1245,1.000,0.002,0.0499689193321754
1250,1.000,0.002,0.04996879448784234
1255,1.000,0.002,0.049968669644133136
1260,1.000,0.002,0.04996854480104774
1265,1.000,0.002,0.049968419958586176
1270,1.000,0.002,0.04996829511674842
1275,1.000,0.002,0.04996817027553449
1280,1.000,0.002,0.04996804543494436
1285,1.000,0.002,0.049967920594978024
1290,1.000,0.002,0.0499677957556355
1295,1.000,0.002,0.04996767091691676
1300,1.000,0.002,0.04996754607882181
1305,1.000,0.002,0.04996742124135064
1310,1.000,0.002,0.04996729640450326
1315,1.000,0.002,0.04996717156827965
1320,1.000,0.002,0.0499670467326798
1325,1.000,0.002,0.04996692189770373
1330,1.000,0.002,0.0499667970633514
1335,1.000,0.002,0.049966672229622845
1340,1.000,0.001,0.04996654739651803
1345,1.000,0.002,0.049966422564036966
1350,1.000,0.002,0.04996629773217965
1355,1.000,0.001,0.049966172900946064
1360,1.000,0.002,0.049966048070336215
1365,1.000,0.001,0.04996592324035008
1370,1.000,0.001,0.04996579841098768
1375,1.000,0.001,0.04996567358224899
1380,1.000,0.001,0.04996554875413403
1385,1.000,0.001,0.04996542392664277
1390,1.000,0.001,0.04996529909977521
1395,1.000,0.001,0.04996517427353135
1400,1.000,0.001,0.049965049447911185
1405,1.000,0.001,0.049964924622914714
1410,1.000,0.001,0.049964799798541924
1415,1.000,0.001,0.04996467497479282
1420,1.000,0.001,0.0499645501516674
1425,1.000,0.001,0.04996442532916563
1430,1.000,0.001,0.04996430050728755
1435,1.000,0.001,0.04996417568603311
1440,1.000,0.001,0.04996405086540234
1445,1.000,0.001,0.049963926045395235
1450,1.000,0.001,0.04996380122601176
1455,1.000,0.001,0.04996367640725194
1460,1.000,0.001,0.049963551589115744
1465,1.000,0.001,0.04996342677160319
1470,1.000,0.001,0.04996330195471426
1475,1.000,0.001,0.04996317713844897
1480,1.000,0.001,0.04996305232280729
1485,1.000,0.001,0.04996292750778922
1490,1.000,0.001,0.04996280269339477
1495,1.000,0.001,0.04996267787962392
1500,1.000,0.001,0.04996255306647668
1505,1.000,0.001,0.04996242825395303
1510,1.000,0.001,0.04996230344205297
1515,1.000,0.001,0.04996217863077651
1520,1.000,0.001,0.049962053820123614
1525,1.000,0.001,0.049961929010094316
1530,1.000,0.001,0.049961804200688575
1535,1.000,0.001,0.04996167939190641
1540,1.000,0.001,0.049961554583747805
1545,1.000,0.001,0.04996142977621276
1550,1.000,0.001,0.04996130496930128
1555,1.000,0.001,0.04996118016301334
1560,1.000,0.001,0.04996105535734895
1565,1.000,0.001,0.049960930552308096
1570,1.000,0.001,0.04996080574789078
1575,1.000,0.001,0.049960680944096995
1580,1.000,0.001,0.04996055614092674
1585,1.000,0.001,0.04996043133838001
1590,1.000,0.001,0.049960306536456785
1595,1.000,0.001,0.04996018173515709
1600,1.000,0.001,0.049960056934480884
1605,1.000,0.001,0.049959932134428196
1610,1.000,0.001,0.049959807334998996
1615,1.000,0.001,0.04995968253619329
1620,1.000,0.001,0.049959557738011084
1625,1.000,0.001,0.04995943294045235
1630,1.000,0.001,0.04995930814351711
1635,1.000,0.001,0.04995918334720534
1640,1.000,0.001,0.049959058551517034
1645,1.000,0.001,0.04995893375645219
1650,1.000,0.001,0.049958808962010826
1655,1.000,0.001,0.04995868416819291
1660,1.000,0.001,0.049958559374998435
1665,1.000,0.001,0.04995843458242743
1670,1.000,0.001,0.04995830979047985
1675,1.000,0.001,0.04995818499915571
1680,1.000,0.001,0.049958060208455
1685,1.000,0.001,0.04995793541837773
1690,1.000,0.001,0.04995781062892388
1695,1.000,0.001,0.04995768584009344
1700,1.000,0.001,0.04995756105188642
1705,1.000,0.001,0.04995743626430282
1710,1.000,0.001,0.049957311477342614
1715,1.000,0.001,0.0499571866910058
1720,1.000,0.001,0.0499570619052924
1725,1.000,0.001,0.04995693712020239
1730,1.000,0.001,0.04995681233573576
1735,1.000,0.001,0.04995668755189251
1740,1.000,0.001,0.049956562768672635
1745,1.000,0.001,0.049956437986076144
1750,1.000,0.001,0.04995631320410302
1755,1.000,0.001,0.04995618842275325
1760,1.000,0.001,0.04995606364202684
1765,1.000,0.001,0.04995593886192379
1770,1.000,0.001,0.04995581408244408
1775,1.000,0.001,0.049955689303587715
1780,1.000,0.001,0.0499555645253547
1785,1.000,0.001,0.04995543974774502
1790,1.000,0.001,0.04995531497075866
1795,1.000,0.001,0.049955190194395635
1800,1.000,0.001,0.049955065418655915
1805,1.000,0.001,0.04995494064353953
1810,1.000,0.001,0.049954815869046446
1815,1.000,0.001,0.049954691095176675
1820,1.000,0.001,0.04995456632193021
1825,1.000,0.001,0.04995444154930703
1830,1.000,0.001,0.04995431677730716
1835,1.000,0.001,0.04995419200593056
1840,1.000,0.001,0.04995406723517726
1845,1.000,0.001,0.049953942465047224
1850,1.000,0.001,0.04995381769554048
1855,1.000,0.001,0.049953692926656995
1860,1.000,0.001,0.04995356815839677
1865,1.000,0.001,0.04995344339075982
1870,1.000,0.001,0.04995331862374611
1875,1.000,0.001,0.049953193857355666
1880,1.000,0.001,0.04995306909158845
1885,1.000,0.001,0.04995294432644449
1890,1.000,0.001,0.04995281956192377
1895,1.000,0.001,0.049952694798026276
1900,1.000,0.001,0.04995257003475201
1905,1.000,0.001,0.049952445272100965
1910,1.000,0.001,0.049952320510073145
1915,1.000,0.001,0.04995219574866852
1920,1.000,0.001,0.04995207098788712
1925,1.000,0.001,0.04995194622772893
1930,1.000,0.001,0.04995182146819393
1935,1.000,0.001,0.04995169670928213
1940,1.000,0.001,0.049951571950993506
1945,1.000,0.001,0.049951447193328086
1950,1.000,0.001,0.04995132243628583
1955,1.000,0.001,0.04995119767986678
1960,1.000,0.001,0.04995107292407088
1965,1.000,0.001,0.04995094816889814
1970,1.000,0.001,0.04995082341434858
1975,1.000,0.001,0.04995069866042216
1980,1.000,0.001,0.049950573907118906
1985,1.000,0.001,0.049950449154438796
1990,1.000,0.001,0.049950324402381834
1995,1.000,0.001,0.04995019965094801
2000,1.000,0.001,0.04995007490013731
2005,1.000,0.001,0.049949950149949754
2010,1.000,0.001,0.04994982540038531
2015,1.000,0.001,0.049949700651443996
2020,1.000,0.001,0.04994957590312579
2025,1.000,0.001,0.0499494511554307
2030,1.000,0.001,0.049949326408358724
2035,1.000,0.001,0.04994920166190984
2040,1.000,0.001,0.04994907691608406
2045,1.000,0.001,0.049948952170881356
2050,1.000,0.001,0.04994882742630176
2055,1.000,0.001,0.04994870268234524
2060,1.000,0.000,0.049948577939011786
2065,1.000,0.001,0.04994845319630142
2070,1.000,0.001,0.04994832845421412
2075,1.000,0.001,0.04994820371274988
2080,1.000,0.000,0.0499480789719087
2085,1.000,0.000,0.04994795423169058
2090,1.000,0.000,0.049947829492095516
2095,1.000,0.000,0.04994770475312348
2100,1.000,0.000,0.0499475800147745
2105,1.000,0.000,0.049947455277048546
2110,1.000,0.000,0.04994733053994563
2115,1.000,0.000,0.04994720580346573
2120,1.000,0.000,0.04994708106760887
2125,1.000,0.000,0.04994695633237503
2130,1.000,0.000,0.04994683159776418
2135,1.000,0.000,0.049946706863776356
2140,1.000,0.000,0.049946582130411525
2145,1.000,0.000,0.0499464573976697
2150,1.000,0.000,0.04994633266555087
2155,1.000,0.000,0.04994620793405502
2160,1.000,0.000,0.04994608320318217
2165,1.000,0.000,0.04994595847293229
2170,1.000,0.000,0.04994583374330539
2175,1.000,0.000,0.049945709014301454
2180,1.000,0.000,0.0499455842859205
2185,1.000,0.000,0.049945459558162486
2190,1.000,0.000,0.04994533483102744
2195,1.000,0.000,0.04994521010451536
2200,1.000,0.000,0.0499450853786262
2205,1.000,0.000,0.04994496065336
2210,1.000,0.000,0.049944835928716735
2215,1.000,0.000,0.0499447112046964
2220,1.000,0.000,0.04994458648129899
2225,1.000,0.000,0.04994446175852452
2230,1.000,0.000,0.049944337036372966
2235,1.000,0.000,0.04994421231484432
2240,1.000,0.000,0.04994408759393859
2245,1.000,0.000,0.04994396287365576
2250,1.000,0.000,0.049943838153995834
2255,1.000,0.000,0.0499437134349588
2260,1.000,0.000,0.04994358871654467
2265,1.000,0.000,0.04994346399875342
2270,1.000,0.000,0.04994333928158504
2275,1.000,0.000,0.049943214565039556
2280,1.000,0.000,0.04994308984911693
2285,1.000,0.000,0.049942965133817185
2290,1.000,0.000,0.049942840419140294
2295,1.000,0.000,0.049942715705086266
2300,1.000,0.000,0.0499425909916551
2305,1.000,0.000,0.04994246627884677
2310,1.000,0.000,0.049942341566661295
2315,1.000,0.000,0.04994221685509865
2320,1.000,0.000,0.04994209214415885
2325,1.000,0.000,0.049941967433841876
2330,1.000,0.000,0.04994184272414773
2335,1.000,0.000,0.04994171801507641
2340,1.000,0.000,0.049941593306627896
2345,1.000,0.000,0.04994146859880221
2350,1.000,0.000,0.049941343891599314
2355,1.000,0.000,0.04994121918501923
2360,1.000,0.000,0.04994109447906195
2365,1.000,0.000,0.04994096977372746
2370,1.000,0.000,0.049940845069015756
2375,1.000,0.000,0.04994072036492683
2380,1.000,0.000,0.049940595661460696
2385,1.000,0.000,0.049940470958617325
2390,1.000,0.000,0.049940346256396734
2395,1.000,0.000,0.049940221554798915
2400,1.000,0.000,0.04994009685382384
2405,1.000,0.000,0.04993997215347153
2410,1.000,0.000,0.04993984745374197
2415,1.000,0.000,0.04993972275463516
2420,1.000,0.000,0.049939598056151085
2425,1.000,0.000,0.04993947335828976
2430,1.000,0.000,0.04993934866105116
2435,1.000,0.000,0.049939223964435286
2440,1.000,0.000,0.049939099268442144
2445,1.000,0.000,0.049938974573071705
2450,1.000,0.000,0.049938849878324
2455,1.000,0.000,0.049938725184198986
2460,1.000,0.000,0.04993860049069669
2465,1.000,0.000,0.0499384757978171
2470,1.000,0.000,0.04993835110556019
2475,1.000,0.000,0.04993822641392598
2480,1.000,0.000,0.04993810172291445
2485,1.000,0.000,0.04993797703252561
2490,1.000,0.000,0.04993785234275944
2495,1.000,0.000,0.04993772765361595
2500,1.000,0.000,0.04993760296509512
2505,1.000,0.000,0.04993747827719695
2510,1.000,0.000,0.04993735358992145
2515,1.000,0.000,0.04993722890326859
2520,1.000,0.000,0.04993710421723839
2525,1.000,0.000,0.04993697953183083
2530,1.000,0.000,0.04993685484704591
2535,1.000,0.000,0.049936730162883636
2540,1.000,0.000,0.049936605479343976
2545,1.000,0.000,0.04993648079642695
2550,1.000,0.000,0.04993635611413254
2555,1.000,0.000,0.04993623143246075
2560,1.000,0.000,0.049936106751411566
2565,1.000,0.000,0.049935982070985
2570,1.000,0.000,0.04993585739118103
2575,1.000,0.000,0.04993573271199966
2580,1.000,0.000,0.04993560803344088
2585,1.000,0.000,0.049935483355504684
2590,1.000,0.000,0.049935358678191086
2595,1.000,0.000,0.04993523400150005
2600,1.000,0.000,0.049935109325431604
2605,1.000,0.000,0.04993498464998573
2610,1.000,0.000,0.0499348599751624
2615,1.000,0.000,0.04993473530096165
2620,1.000,0.000,0.04993461062738344
2625,1.000,0.000,0.049934485954427794
2630,1.000,0.000,0.049934361282094684
2635,1.000,0.000,0.049934236610384125
2640,1.000,0.000,0.04993411193929611
2645,1.000,0.000,0.04993398726883061
2650,1.000,0.000,0.04993386259898765
2655,1.000,0.000,0.0499337379297672
2660,1.000,0.000,0.049933613261169275
2665,1.000,0.000,0.04993348859319386
2670,1.000,0.000,0.04993336392584097
2675,1.000,0.000,0.04993323925911058
2680,1.000,0.000,0.049933114593002675
2685,1.000,0.000,0.049932989927517275
2690,1.000,0.000,0.04993286526265436
2695,1.000,0.000,0.04993274059841394
2700,1.000,0.000,0.049932615934796004
2705,1.000,0.000,0.04993249127180052
2710,1.000,0.000,0.04993236660942754
2715,1.000,0.000,0.049932241947677
2720,1.000,0.000,0.04993211728654894
2725,1.000,0.000,0.04993199262604333
2730,1.000,0.000,0.04993186796616018
2735,1.000,0.000,0.04993174330689948
2740,1.000,0.000,0.049931618648261206
2745,1.000,0.000,0.049931493990245386
2750,1.000,0.000,0.049931369332852
2755,1.000,0.000,0.04993124467608104
2760,1.000,0.000,0.0499311200199325
2765,1.000,0.000,0.04993099536440639
2770,1.000,0.000,0.0499308707095027
2775,1.000,0.000,0.04993074605522141
2780,1.000,0.000,0.049930621401562535
2785,1.000,0.000,0.04993049674852605
2790,1.000,0.000,0.04993037209611198
2795,1.000,0.000,0.049930247444320286
2800,1.000,0.000,0.04993012279315098
2805,1.000,0.000,0.04992999814260408
2810,1.000,0.000,0.04992987349267953
2815,1.000,0.000,0.04992974884337737
2820,1.000,0.000,0.04992962419469757
2825,1.000,0.000,0.049929499546640145
2830,1.000,0.000,0.04992937489920507
2835,1.000,0.000,0.049929250252392365
2840,1.000,0.000,0.049929125606202
2845,1.000,0.000,0.04992900096063398
2850,1.000,0.000,0.049928876315688306
2855,1.000,0.000,0.04992875167136496
2860,1.000,0.000,0.04992862702766396
2865,1.000,0.000,0.04992850238458527
2870,1.000,0.000,0.04992837774212892
2875,1.000,0.000,0.04992825310029488
2880,1.000,0.000,0.04992812845908315
2885,1.000,0.000,0.04992800381849374
2890,1.000,0.000,0.04992787917852662
2895,1.000,0.000,0.04992775453918181
2900,1.000,0.000,0.049927629900459285
2905,1.000,0.000,0.04992750526235906
2910,1.000,0.000,0.04992738062488111
2915,1.000,0.000,0.04992725598802544
2920,1.000,0.000,0.04992713135179207
2925,1.000,0.000,0.049927006716180944
2930,1.000,0.000,0.0499268820811921
2935,1.000,0.000,0.04992675744682551
2940,1.000,0.000,0.049926632813081184
2945,1.000,0.000,0.04992650817995911
2950,1.000,0.000,0.04992638354745927
2955,1.000,0.000,0.049926258915581695
2960,1.000,0.000,0.04992613428432634
2965,1.000,0.000,0.04992600965369323
2970,1.000,0.000,0.04992588502368234
2975,1.000,0.000,0.04992576039429369
2980,1.000,0.000,0.04992563576552725
2985,1.000,0.000,0.04992551113738303
2990,1.000,0.000,0.04992538650986102
2995,1.000,0.000,0.0499252618829612
3000,1.000,0.000,0.049925137256683606
