rootIP,srcIP,dstIP,count,dur,bytes,hops,tactic,nCount,nDur,nBytes,portCount,end
143.88.4.15,143.88.4.15,143.88.9.13,29,17931.578887701035,76041.0,1,Defense Evasion,4.164178074531649E-6,0.005172532382463147,2.8645184287097968E-8,7
143.88.5.17,143.88.5.17,143.88.10.11,17,7464.64330124855,200779.0,1,Exfiltration,2.3795303283037995E-6,0.00215324648437553,7.563487402821166E-8,4,N
143.88.5.17,143.88.10.11,143.88.10.14,2,571.4431531429291,18696.0,2,Lateral Movement,1.4872064551898747E-7,1.6483814575837414E-4,7.042915866855823E-9,1
143.88.7.10,143.88.7.10,143.88.2.12,2085,92.69276404380798,8.791520009E9,1,Discovery,3.099338252615699E-4,2.6738098560047233E-5,0.0033118279720350096,1003
143.88.7.10,143.88.7.10,143.88.2.10,521472,1216.9835205078125,24576.0,1,Reconnaissance,0.07755350373943191,3.5105032904092E-4,9.257953591348347E-9,1002,N
143.88.7.10,143.88.2.10,143.88.7.15,1661440,353248.51544189453,2.65458232832E12,2,Reconnaissance,0.247090280570421,0.10189785275592605,1.0,1011
143.88.7.10,143.88.2.10,143.88.7.11,3112192,972063.5371704102,5579520.0,2,Reconnaissance,0.4628470544983831,0.28040085902721346,2.1018447762858043E-6,1009
143.88.7.10,143.88.2.10,143.88.7.1,2093056,279987.98876953125,8567808.0,2,Reconnaissance,0.3112804907067443,0.08076516561541919,3.2275540707838175E-6,1005
143.88.7.10,143.88.2.10,143.88.7.12,1125888,778386.2987670898,9.257586368E11,2,Reconnaissance,0.16744264142143625,0.2245328401728153,0.34873984766781857,1004
143.88.7.10,143.88.2.10,143.88.7.6,1024,0.41058349609375,0.0,2,Reconnaissance,1.5214122036592416E-4,1.1843666653952604E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.4,1024,0.37274169921875,0.0,2,Reconnaissance,1.5214122036592416E-4,1.0752084473864806E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.9,1024,0.19659423828125,0.0,2,Reconnaissance,1.5214122036592416E-4,5.670945487198058E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.3,1024,0.3656005859375,0.0,2,Reconnaissance,1.5214122036592416E-4,1.0546092352783722E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.7,1024,0.25115966796875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.244936566227883E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.8,1024,0.28082275390625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.100596146103156E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.2,1024,0.30560302734375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.815406412418713E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.5,1024,0.39276123046875,0.0,2,Reconnaissance,1.5214122036592416E-4,1.1329566659459641E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.20,1024,0.29718017578125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.572441346528204E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.22,1024,0.2515869140625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.257260881164357E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.18,1024,0.37451171875,0.0,2,Reconnaissance,1.5214122036592416E-4,1.0803142350030203E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.17,1024,0.4029541015625,0.0,2,Reconnaissance,1.5214122036592416E-4,1.1623589601515547E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.16,1024,0.2288818359375,0.0,2,Reconnaissance,1.5214122036592416E-4,6.60231157311168E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.21,1024,0.3359375,0.0,2,Reconnaissance,1.5214122036592416E-4,9.690432772908448E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.19,1024,0.36822509765625,0.0,2,Reconnaissance,1.5214122036592416E-4,1.062179885882207E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.27,1024,256.4923095703125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.398761622799286E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.29,1024,256.47662353515625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.398309144379477E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.34,1024,256.431640625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.397011570078307E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.32,1024,256.45513916015625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.397689407399813E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.35,1024,256.4859619140625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.398578518691659E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.31,1024,256.49658203125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.398884865948651E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.28,1024,256.4713134765625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.39815597075098E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.33,1024,256.44769287109375,0.0,2,Reconnaissance,1.5214122036592416E-4,7.397474612196636E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.36,1024,256.406982421875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.396300281044831E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.30,1024,256.4617919921875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.397881314589539E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.44,1024,0.33984375,0.0,2,Reconnaissance,1.5214122036592416E-4,9.803112223756221E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.42,1024,0.3563232421875,0.0,2,Reconnaissance,1.5214122036592416E-4,1.0278478657020262E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.41,1024,0.31793212890625,0.0,2,Reconnaissance,1.5214122036592416E-4,9.171050929156995E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.43,1024,0.3126220703125,0.0,2,Reconnaissance,1.5214122036592416E-4,9.017877300660805E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.45,1024,0.31024169921875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.949213260300444E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.48,1024,0.2984619140625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.609414291337629E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.50,1024,0.3450927734375,0.0,2,Reconnaissance,1.5214122036592416E-4,9.954525235832916E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.47,1024,0.36065673828125,0.0,2,Reconnaissance,1.5214122036592416E-4,1.040348242280451E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.49,1024,0.342041015625,0.0,2,Reconnaissance,1.5214122036592416E-4,9.866494414858093E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.46,1024,0.26617431640625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.678048205424009E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.56,1024,0.247802734375,0.0,2,Reconnaissance,1.5214122036592416E-4,7.148102663155578E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.57,1024,0.34326171875,0.0,2,Reconnaissance,1.5214122036592416E-4,9.901706743248022E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.14,1024,3080.2404174804688,0.0,2,Reconnaissance,1.5214122036592416E-4,8.885242847252818E-4,0.0,2
143.88.7.10,143.88.2.10,143.88.7.13,1024,3080.264404296875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.885312039478104E-4,0.0,2
143.88.7.10,143.88.2.10,143.88.7.58,1024,0.35943603515625,0.0,2,Reconnaissance,1.5214122036592416E-4,1.036827009441458E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.64,1024,0.28436279296875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.20271189843395E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.55,1024,0.27008056640625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.790727656271781E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.61,1024,0.316162109375,0.0,2,Reconnaissance,1.5214122036592416E-4,9.1199930529916E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.59,1024,0.32763671875,0.0,2,Reconnaissance,1.5214122036592416E-4,9.450988939856931E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.60,1024,0.28387451171875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.188626967077978E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.62,1024,0.3128662109375,0.0,2,Reconnaissance,1.5214122036592416E-4,9.024919766338791E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.63,1024,0.31640625,0.0,2,Reconnaissance,1.5214122036592416E-4,9.127035518669586E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.77,1024,0.29083251953125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.389337238900574E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.73,1024,0.283935546875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.190387583497474E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.69,1024,0.3388671875,0.0,2,Reconnaissance,1.5214122036592416E-4,9.774942361044277E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.71,1024,0.300048828125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.655190318244536E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.72,1024,0.2869873046875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.278418404472297E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.74,1024,0.2877197265625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.299545801506254E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.75,1024,0.28057861328125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.09355368042517E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.70,1024,0.3236083984375,0.0,2,Reconnaissance,1.5214122036592416E-4,9.334788256170166E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.76,1024,0.296142578125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.542510867396765E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.78,1024,0.25439453125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.338249236461194E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.83,1024,0.30902099609375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.914000931910515E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.87,1024,0.31536865234375,0.0,2,Reconnaissance,1.5214122036592416E-4,9.097105039538145E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.84,1024,0.3668212890625,0.0,2,Reconnaissance,1.5214122036592416E-4,1.058130468117365E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.85,1024,0.29132080078125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.403422170256545E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.86,1024,0.2823486328125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.144611556590567E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.88,1024,0.25775146484375,0.0,2,Reconnaissance,1.5214122036592416E-4,7.435083139533498E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.90,1024,0.2802734375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.084750598327687E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.91,1024,0.2694091796875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.77136087565732E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.89,1024,0.26318359375,0.0,2,Reconnaissance,1.5214122036592416E-4,7.591778000868683E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.92,1024,0.28485107421875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.216796829789921E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.106,1024,0.2235107421875,0.0,2,Reconnaissance,1.5214122036592416E-4,6.447377328195991E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.101,1024,0.26824951171875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.737909163686887E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.104,1024,0.2593994140625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.482619782859903E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.100,1024,0.29718017578125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.572441346528204E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.103,1024,0.28900146484375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.33651874631568E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.102,1024,0.28411865234375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.195669432755964E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.97,1024,0.2816162109375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.12348415955661E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.99,1024,0.2598876953125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.496704714215874E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.98,1024,0.2608642578125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.524874576927817E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.105,1024,0.2652587890625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.651638959131562E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.113,1024,0.24676513671875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.118172184024139E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.117,1024,0.25732421875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.422758824597024E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.120,1024,0.25421142578125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.332967387202705E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.112,1024,0.242431640625,0.0,2,Reconnaissance,1.5214122036592416E-4,6.993168418239891E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.114,1024,0.2508544921875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.2361334841304E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.118,1024,0.268310546875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.739669780106383E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.119,1024,0.26361083984375,0.0,2,Reconnaissance,1.5214122036592416E-4,7.604102315805157E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.115,1024,0.2470703125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.126975266121621E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.111,1024,0.3642578125,0.0,2,Reconnaissance,1.5214122036592416E-4,1.05073587915548E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.116,1024,0.2764892578125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.975592380318908E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.130,1024,256.5888671875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.401546917974931E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.132,1024,256.6220703125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.402504693307136E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.134,1024,256.58392333984375,0.0,2,Reconnaissance,1.5214122036592416E-4,7.401404308044951E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.131,1024,256.5748291015625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.401141976198446E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.126,1024,256.66436767578125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.403724800485848E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.127,1024,256.608154296875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.402103272763491E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.125,1024,256.62628173828125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.402626175840082E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.128,1024,256.5784912109375,0.0,2,Reconnaissance,1.5214122036592416E-4,7.401247613183616E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.129,1024,256.5811767578125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.401325080306073E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.133,1024,256.58416748046875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.401411350510629E-5,0.0,2
143.88.7.10,143.88.2.10,143.88.7.140,1024,0.53704833984375,0.0,2,Reconnaissance,1.5214122036592416E-4,1.5491663875149244E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.139,1024,0.4403076171875,0.0,2,Reconnaissance,1.5214122036592416E-4,1.2701086850247373E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.142,1024,0.51361083984375,0.0,2,Reconnaissance,1.5214122036592416E-4,1.4815587170062608E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.143,1024,0.52508544921875,0.0,2,Reconnaissance,1.5214122036592416E-4,1.514658305692794E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.144,1024,0.53759765625,0.0,2,Reconnaissance,1.5214122036592416E-4,1.550750942292471E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.146,1024,0.5396728515625,0.0,2,Reconnaissance,1.5214122036592416E-4,1.556737038118759E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.147,1024,0.5345458984375,0.0,2,Reconnaissance,1.5214122036592416E-4,1.541947860194989E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.141,1024,0.50079345703125,0.0,2,Reconnaissance,1.5214122036592416E-4,1.4445857721968354E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.145,1024,0.53863525390625,0.0,2,Reconnaissance,1.5214122036592416E-4,1.553743990205615E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.148,1024,0.538330078125,0.0,2,Reconnaissance,1.5214122036592416E-4,1.5528636819958668E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.154,1024,0.26904296875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.760797177140342E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.157,1024,0.29388427734375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.477368059875395E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.159,1024,0.23907470703125,0.0,2,Reconnaissance,1.5214122036592416E-4,6.896334515167586E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.156,1024,0.31488037109375,0.0,2,Reconnaissance,1.5214122036592416E-4,9.083020108182174E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.153,1024,0.22271728515625,0.0,2,Reconnaissance,1.5214122036592416E-4,6.424489314742538E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.162,1024,0.22039794921875,0.0,2,Reconnaissance,1.5214122036592416E-4,6.357585890801673E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.155,1024,0.25164794921875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.259021497583853E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.158,1024,0.27874755859375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.040735187840276E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.161,1024,0.21710205078125,0.0,2,Reconnaissance,1.5214122036592416E-4,6.262512604148864E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.160,1024,0.20587158203125,0.0,2,Reconnaissance,1.5214122036592416E-4,5.938559182961518E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.172,1024,0.31463623046875,0.0,2,Reconnaissance,1.5214122036592416E-4,9.075977642504188E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.169,1024,0.27618408203125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.966789298221426E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.175,1024,0.2664794921875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.686851287521491E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.168,1024,0.26544189453125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.656920808390051E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.171,1024,0.28753662109375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.294263952247765E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.176,1024,0.26824951171875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.737909163686887E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.167,1024,0.23602294921875,0.0,2,Reconnaissance,1.5214122036592416E-4,6.808303694192764E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.173,1024,0.29644775390625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.551313949494247E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.174,1024,0.26776123046875,0.0,2,Reconnaissance,1.5214122036592416E-4,7.723824232330916E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.170,1024,0.3712158203125,0.0,2,Reconnaissance,1.5214122036592416E-4,1.0708069063377394E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.181,1024,0.26593017578125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.671005739746023E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.185,1024,0.3023681640625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.722093742185402E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.188,1024,0.25933837890625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.480859166440406E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.189,1024,0.327392578125,0.0,2,Reconnaissance,1.5214122036592416E-4,9.443946474178945E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.183,1024,0.30743408203125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.868224905003607E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.186,1024,0.2908935546875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.39109785532007E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.182,1024,0.2623291015625,0.0,2,Reconnaissance,1.5214122036592416E-4,7.567129370995732E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.187,1024,0.2578125,0.0,2,Reconnaissance,1.5214122036592416E-4,7.436843755952995E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.184,1024,0.279541015625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.06362320129373E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.190,1024,0.297119140625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.570680730108708E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.197,1024,0.2862548828125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.25729100743834E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.199,1024,0.29083251953125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.389337238900574E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.201,1024,0.39324951171875,0.0,2,Reconnaissance,1.5214122036592416E-4,1.1343651590815613E-7,0.0,2
143.88.7.10,143.88.2.10,143.88.7.198,1024,0.28717041015625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.283700253730787E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.203,1024,0.34478759765625,0.0,2,Reconnaissance,1.5214122036592416E-4,9.945722153735434E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.200,1024,0.30023193359375,0.0,2,Reconnaissance,1.5214122036592416E-4,8.660472167503026E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.195,1024,0.3092041015625,0.0,2,Reconnaissance,1.5214122036592416E-4,8.919282781169004E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.196,1024,0.30926513671875,0.0,2,Reconnaissance,1.5214122036592416E-4,8.9210433975885E-8,0.0,2
143.88.7.10,143.88.2.10,143.88.7.204,1024,0.31134033203125,0.0,2,Reconnaissance,1.5214122036592416E-4,8.98090435585138E-8,0.0,2
